text,category
"England children's tsar appointed
 
 The first children's commissioner for England has been appointed.
 
 Great Ormond Street Hospital professor of child health, Al Aynsley-Green, was chosen by the government and will start the £100,000-a-year job immediately. He will oversee a £2.5m annual budget and have the power to look into ""any matter relating to the interests and well-being of children"". Prof Aynsley-Green has also been the national clinical director for children in the Department of Health. He promised to make sure that children's opinions ""count"".
 
 ""I will be drawing on my experience of working with children and young people to help ensure that those with the power to improve children's lives do live up to their responsibilities. ""I want all children and young people to know that they can approach me to discuss any matter that affects them, knowing that I will value their opinion."" Education Secretary Ruth Kelly said Prof Aynsley-Green would ""strengthen the voice of children and young people"". Prof Aynsley-Green was a lecturer at Oxford University, trained at Guy's Hospital Medical School, University of London; Oriel College, Oxford; and in Switzerland. He is described as ""a proud grandfather"" of four. Scotland, Wales and Northern Ireland already have children's commissioners.
",politics
"UK 'discriminated against Roma'
 
 The government's immigration rules racially discriminated against Roma (Gypsies) seeking entry into the UK, the Law Lords have ruled.
 
 It follows a Home Office move to cut asylum claims by stopping people, mostly Roma, from boarding flights to Britain from the Czech capital, Prague. Civil rights group Liberty said it exposed ""racism at the heart of the government's asylum policy"". The Home Office said it had not meant to discriminate against anyone. It said it would look at the implications of the ruling, but pointed out the controls were no longer in place because Czechs are now entitled to free movement across Europe.
 
 The screening took place at the airport in July 2001, at a time of concern about the number of asylum seekers entering Britain.
 
 Those refused ""pre-clearance"" were effectively prevented from travelling to the UK, because no airline would carry them. Lady Hale, sitting with Lords Bingham, Steyn, Hope and Carswell, said many Roma had good reason to want to leave the Czech Republic because of persecution. But she said they were treated more sceptically than non-Roma passengers by immigration officers ""acting on racial grounds"". Lady Hale said immigration officers should have treated all would-be passengers in the same way, only using more intrusive questioning if there was a specific reason.
 
 Liberty said statistics suggested Roma Czechs were 400 times more likely to be stopped by British immigration officials at Prague airport than non-Roma Czechs. It took up the case of six unnamed Roma Czechs refused entry to Britain, and that of the European Roma Rights Centre, which said the measures unfairly penalised Roma people. It lost a High Court action in October 2002 when a judge said the system was ""no more or less objectionable"" than a visa control system. He ruled there was no obligation on Britain not to take steps to prevent a potential refugee from approaching its border to claim asylum.
 
 The Court of Appeal then decided the practice almost inevitably discriminated against Roma, but that this was justified because they were more likely to seek asylum. Immigration law allows officials to discriminate against citizens from named countries, but it does not allow officers to go further than that.
 
 Responding to the ruling, a Home Office spokesman said: ""The scheme was operated two years ago as a short-term response to the high levels of passengers travelling from Prague who are subsequently found to be ineligible for entry to the UK.""
 
 Welcoming the ruling, Maeve Sherlock, chief executive of the Refugee Council, said: ""Human rights abuses against the Roma in Eastern Europe are well documented, and it is hugely troubling that the government sought to deny entry to such a vulnerable group."" Amnesty International's Jan Shaw said: ""That the government's own asylum policy was being operated discriminatorily is bleakly ironic given that discrimination often lies at the heart of serious human rights abuse, not least in the Czech Republic."" But the chairman of Migration Watch UK, Sir Andrew Green, said the House of Lords decision was a ""step in the wrong direction"". ""The basic point is that the government has a duty to control our borders and this decision appears to extend the race relations legislation beyond sensible limits.""
",politics
"Scots smoking ban details set out
 
 Smoke-free areas will save lives and improve Scotland's health, First Minister Jack McConnell has insisted.
 
 He told the Scottish Parliament on Wednesday that a ""comprehensive ban"" on smoking in public places would be introduced by the spring of 2006. Mr McConnell said the country's health rates were ""lamentable"" not least because of smoking. He said fines of up to £2,500 would be levied on employers and licences would be removed for non-compliance. Earlier, the Scottish Executive considered a range of options but agreed unanimously to introduce an all-out ban on smoking in public places. In a statement to parliament, Mr McConnell said that the licensed trade would be asked to join an expert committee prior to the ban coming into force.
 
 The health arguments far outweighed lingering public disquiet about a complete ban and claims by the licensed trade that jobs would be lost, he told MSPs. He said there would be an international marketing campaign whereby ""tourists can enjoy smoke free environment and the sick man of Europe image becomes a thing of the past"". ""There are still national habits which hold us back - the time has come for this parliament to accelerate improvements in health,"" he declared. ""Health rates are lamentable because of a lack of exercise, drugs abuse, excessive drinking and over-eating. ""They all make us one of the most unhealthy countries in Europe, and too many smoke. ""It is clear that Scotland must not be held back by poor public health - the single biggest contribution devolved government can make is to reduce the toll of preventable death caused by smoking."" The legislation will be introduced as part of the Health Service (Miscellaneous Provisions) Bill, which will be considered by parliament before Christmas. Main points of the plan:
 
 
  - A comprehensive ban on smoking in all enclosed public places in Scotland 
  - The legislation will be enforced by environmental health and local licensing officers 
  - Licensees or employers who fail to enforce the law will face fines up to a maximum of £2,500 
  - Licensees who persistently refuse to comply with the law will face the ultimate sanction of losing their liquor licence 
  - A system of issuing fixed penalty notices for those individuals who break the law will be examined 
  - Individuals who persistently break the law will face a maximum fine of £1,000. 
  
 
 Mr McConnell claimed there was evidence that smoking bans had helped smokers to either give up quicker or smoke less. He said there had been falling cigarette sales of 13% in New York and 16% in Ireland. Mr McConnell added that there had been a near nine per cent rise in tax revenues from New York bars and restaurants and, in Ireland, only a one point three per cent volume sales fall, where they were declining before the ban. The afternoon announcement, following a cabinet meeting on Wednesday morning, won broad support from opposition parties.
 
 The Scottish National Party's Holyrood leader, Nicola Sturgeon, welcomed the move but added that the public should be consulted as the clock ticked towards the ban date. She said: ""The time has come for a ban on smoking in public places. ""There is evidence a ban can cut deaths from passive smoking and makes it easier for the 70% of smokers who desperately want to give up the habit. ""But we must also recognise that some people have concerns and reservations - there are people who are yet to be persuaded."" The Scottish Conservative Party leader, David McLetchie, questioned what would be exempted from the ban. He was keen to know if inmates in Scottish prisons would continue to be allowed to smoke. Mr McLetchie asked: ""Would it not be ironic and perhaps entirely typical of the first minister's brave new Scotland that the criminals can be smokers but the smokers will become criminals?"" The Scottish Green Party's health spokeswoman, Eleanor Scott, said she was pleased Scotland would be following the ""success stories of New York and Ireland"". She believed the majority of people in Scotland wanted to go out without having to breathe in harmful tobacco smoke.
",politics
"Visa decision 'every 11 minutes'
 
 Visa processing staff are sometimes expected to rule on an application every 11 minutes, MPs have said.
 
 Pressure was placed on staff to be efficient, rather than to do a thorough examination of an application, the Public Accounts Committee found. Every officer had an annual target of 8,000 applications - equivalent to 40 a day or one every 11 minutes. MPs want research into whether UK visa holders leave at the end of their stays, or vanish into the black market. Committee chairman Edward Leigh said: ""There is a worrying tension between quick processing and proper control over the visas issued. ""Entry clearance staff are expected to deal with a visa application in about 11 minutes which is surely too little time to look closely at the supporting documents. ""
 
 The committee's report also discussed the Romanian and Bulgarian visas scandal which led to the resignation of immigration minister Beverley Hughes last year. Committee members said the Home Office had been wrong to dismiss concerns from visa staff abroad who feared the system was being abused. Investigations carried out in the wake of Ms Hughes' resignation found more than 7,000 people had entered the UK under the business visa scheme for Romanian and Bulgarian ""entrepreneurs"". Mr Leigh said the Home Office should now consider removing those who had not set up a valid business. A Home Office spokesman said the system had been toughened and tightened since the investigation. He added ""that the traditional system of a dual decision making process for all pre-entry applications will be replaced by a single pre-entry check at post, which will be simpler and more robust against abuse than the current system"".
",politics
"Teens 'know little' of politics
 
 Teenagers questioned for a survey have shown little interest in politics - and have little knowledge.
 
 Only a quarter of 14-16 year olds knew that Labour was the government, the Tories were the official Opposition and the Lib Dems were the third party. Almost all could identify Tony Blair, but only one in six knew who Michael Howard was, and just one in 10 recognised Charles Kennedy. The ICM survey interviewed 110 pupils for education watchdog Ofsted. Nearly half those pupils polled said it was not important for them to know more about what the political parties stand for. And 4% of those questioned thought the Conservatives were in power - while 2% of them believed the Lib Dems were. The survey also looked at issues of nationality. It found the Union flag and fish and chips topped the list of symbols and foods associated with being British. Many of the pupils also looked on themselves as English, Scottish or Welsh, rather than British; while the notion of being European hardly occurred to anyone.
",politics
"'More to do' on adult literacy
 
 The government will only hit its target for improving adult maths and literacy skills if courses are made more attractive, a report says.
 
 The National Audit Office praised ministers for reaching the benchmark of 750,000 adults in England gaining basic qualifications by this year. But a target of 1.5 million more by 2010 needed ""creative"" ideas. Some 26 million adults lack maths or English skill levels expected of school-leavers.
 
 According to the report, ""more than half"" the qualifications achieved were by learners aged 16 to 18. These are defined as ""adults"" by the government for the purpose of compiling these figures. Normally adults are defined as being aged over 19. The number of these people gaining qualifications was ""rising slowly"". Auditor General Sir John Bourn said: ""Higher levels of literacy and numeracy will benefit England both socially and economically. ""More people will have the opportunity to live richer lives."" In 2001, the government launched the Get On scheme - aimed at reducing illiteracy and innumeracy. Sir John said ""substantial progress"" had been made since, adding that this was ""only the beginning"". The government and its partners would ""need to be creative and responsive"". Some £3.7bn will be spent on implementing the programme by 2006. The report recommends gathering more details on the educational needs of areas, so courses can be set to meet local demand. Existing adult learners could use their ""enthusiasm, commitment and local knowledge"" to attract other people. The Department for Education and Skills could also use more ""personalised learning"" and work with voluntary groups, councils and employers.
 
 It should also assess adult learners' progress ""at frequent intervals"", the report adds. When the government announced it had reached its 2004 target earlier this month, Prime Minister Tony Blair said it was ""only the start of the journey"". An estimated 5.2 million adults have worse literacy than that expected of 11 year olds, while 14.9 million have numeracy skills below this level. This is thought to cost the UK economy hundreds of millions of pounds each year. The qualifications achieved by those taking part in the government's scheme range up to GCSE equivalents. Get On's participation target has been set at 2.25 million by 2010, with an interim figure of 1.5 million by 2007. Education minister Ivan Lewis said: ""We will continue to use creative ways of involving people with the lowest skill levels and the report shows that our efforts are gathering pace."" Shadow Education Secretary Tim Collins said: ""This is the third report in two days to highlight Labour's failure to ensure young people acquire the necessary levels of literacy and numeracy for their working life. ""Employers and business leaders have repeatedly voiced concern over the number of school-leavers without these basic skills, but all the government have offered is more talk."" Liberal Democrat education spokesman Phil Willis added: ""Far too little has been done to enable adult learners to fit learning into their busy lives.""
",politics
"Asylum children to face returns
 
 The UK government is planning to return asylum seeker children without parents to Albania.
 
 The trial scheme, which could start in weeks, may be extended to apply to children from other countries. Children's charities have reacted with alarm, saying the policy amounts to forcible removal and may not guarantee the safety of those affected. But the Home Office says it may be in the children's best interests if it reunites them with their communities.
 
 The pilot, included in the government's five-year immigration plan, aims to return unaccompanied asylum-seeking children from Albania who have failed in their asylum claims.
 
 Since 2002, at least 9,000 under-18s have arrived in the UK to seek asylum without other family members. These children automatically become the responsibility of social services. Up to now, ministers have held back from final removal orders against unaccompanied children until after they are legally adults at 18. At least a dozen Albanian-born teenagers are thought to have been identified for return, according to sources, although there is no public confirmation of numbers. Those selected could either be returned to their families, should they be traced, or placed in the care of other Albanian authorities. Separate negotiations to establish a family tracing and returns scheme are believed to be underway with another country.
 
 Under the 1989 Children Act, public bodies have a duty to act in the ""best interest"" of a child in their care. Laura Brownlees of Save the Children said there were grave concerns, not least because of the well-documented trafficking of children into crime and prostitution in Albania.
 
 ""If children are going to be returned then there should be proper assessments and decisions on a case by case basis,"" she said. ""We do not think there are structures in place [to receive returning children in Albania]. 'If these decisions are not in the best interests of the child, then that is a forced removal because the child will not have any choice in the final decision."" In its five-year immigration plan, announced on Tuesday, the government said it was addressing ""the difficult issue"" of returning unaccompanied asylum seeking children. A spokesman for the Home Office said it was wholly wrong to suggest that the plan was to return children ""and leave them to rot"". ""We are developing a returns programme for unaccompanied asylum-seeking children whose asylum and humanitarian protection claims have been refused,"" said the spokesman. ""We have been exploring how we can establish reception and longer-term care arrangements in countries of origin and believe that it's possible to return children in a way that is in their best interests and is safe and sustainable.
 
 ""We do not believe that it is right, or in keeping with children's legislation, that children who can return should remain in the UK indefinitely separated from their families and communities."" The spokesman stressed the UK would abide by its international human rights obligations. Only those children who could be provided with a carefully planned reintegration package would be returned, he said. But Andrew Hogg, spokesman for the Medical Foundation for the Care of Victims of Torture, said ministers had so far failed to reassure agencies. ""From what is so far known, we strongly oppose the scheme because the welfare and best interests of the child will not properly be taken into account,"" said Mr Hogg. ""In Albania particularly there is no statutory child care or protection structure. ""The Medical Foundation has many serious concerns, including the assessment process for suitability for return, the degrading of best interests of the child principles and of child welfare, and the lack of safeguards in the chosen countries."" A spokesman for the Albanian embassy in London said it was the first it had heard of a scheme, but did not rule out that there had been an agreement between the two countries.
",politics
"Boris opposes mayor apology
 
 Ken Livingstone should ""stick to his guns"" and not apologise for his ""Nazi"" comment to a Jewish reporter, Tory MP Boris Johnson has insisted.
 
 Mr Johnson also claimed Tony Blair's intervention in the row was ""an attempt to reassure Jewish voters"". London mayor Mr Livingstone says he is ""standing by"" his remarks which likened an Evening Standard journalist to a ""concentration camp guard"". But the prime minister says it is time for Mr Livingstone to say sorry.
 
 Labour's Mr Livingstone has said his comments may have been offensive but were not racist, and said earlier this week he would not apologise even if Mr Blair asked. Later the prime minister said: ""A lot of us in politics get angry with journalists from time to time, but in the circumstances, and to the journalist because he was a Jewish journalist, yes, he should apologise.""
 
 However, Mr Johnson, who was forced to apologise last year for an article in the magazine he edits about Liverpudlians grieving over the death of British hostage Ken Bigley, said Mr Blair ""should butt out of"" the row. ""I don't see why the prime minister has to get involved in this,"" The Spectator editor told BBC Radio 4's Today programme. ""It's a dispute between Ken Livingstone and a reporter on the Evening Standard."" Mr Johnson, MP for Henley-on-Thames, Oxfordshire, said he suspected Labour was now trying to reassure Jewish voters ""because of this curious way in which Labour seems to be trying to curry favour with disillusioned Muslim voters who may be disillusioned about the war"".
 
 ""Ken doesn't think he's got anything to say sorry for and if that's really his feeling, then I think that he should stick to his guns,"" he said. Mr Johnson apologised last October for perpetuating an ""outdated stereotype"" of Liverpool in the leader article on the death of Mr Bigley. The article in the magazine suggested grieving Liverpudlians were wallowing in their victim status. It also attributed blame to drunken Liverpool football fans for the 1989 Hillsborough disaster in which 96 died. Mr Johnson told Today: ""It's perfectly true that I got into the grovelling game myself and when I apologised there were some things that I felt I ought to say sorry for ... there were also other things I didn't think I should apologise for,"" he said. ""But here's old Ken - he's been crass, he's been insensitive and thuggish and brutal in his language - but I don't think actually if you read what he said, although it was extraordinary and rude, I don't think he was actually anti-Semitic.""
",politics
"Talks held on Gibraltar's future
 
 Two days of talks on the future of Gibraltar begin at Jack Straw's country residence later on Wednesday.
 
 Officials at the two-day summit at the foreign secretary's official Kent house, Chevening, will plan a new forum on the Rock's future. In October, Mr Straw and his Spanish counterpart Miguel Moratinos agreed to establish a body that would give Gibraltarians a voice in their future. Most Gibraltarians said in a referendum they wanted to remain British.
 
 Gibraltar's Chief Minister Peter Caruana will represent the British citizens living on the Rock, while Britain's Europe Director Dominick Chilcott will represent the UK. Madrid is being represented by Spain's director general for Europe, Jose Maria Pons. The initiative follows Spain's socialist government's decision to put its long-standing sovereignty ambitions on hold. Gibraltarians rejected plans for the Rock's sovereignty to be shared between Britain and Spain in a referendum organised by Gibraltar government.
",politics
"Lawyer attacks anti-terror laws
 
 A senior barrister who has resigned in protest over the government's anti-terror laws says the current system is giving Britain a bad name.
 
 Ian MacDonald QC quit when the government failed to recognise a House of Lords ruling that detaining terror suspects indefinitely is unlawful. He was part of a 19-strong panel who have special security clearance to act for suspected terrorists. Five more barristers are now reported to be threatening to resign.
 
 Mr MacDonald told BBC News: ""The reason why I am resigning is because I fundamentally disagree with locking people up without any trial for an indefinite period on reasonable suspicion. ""The current legal system is certainly having a very adverse effect on the Muslim community in Britain and the whole Asian community. ""I think it is giving Britain a bad name internationally"".
 
 Under the Anti-Terrorism, Crime and Security Act introduced by the government in 2001 in response to the 11 September attacks, foreign nationals suspected of involvement in terrorism who cannot be deported can be held indefinitely without trial. But Mr MacDonald believes that detainees currently being held should be entitled to a trial by jury. ""My own view is we need to have a full return to trial by jury, a proper criminal trial with proper accusations. ""As far as I'm concerned, the government have to start all over again and rethink their whole strategy for dealing with this."" he added.
 
 The Attorney General Lord Goldsmith will receive a letter of resignation from Mr MacDonald on Monday. According to the Independent, his resignation is expected to be followed by those of five other barristers - Nicholas Blake QC, Andrew Nicol QC, Manjit Singh Gill QC, Rick Scannell and Tom de la Mare. They are all believed to be carefully considering their positions on the panel of Special Advocates who represent detainees before the Special Immigration Appeals Commission (SIAC) - a secure court without a jury, which tries terror suspects. Mr MacDonald said he had ""no idea"" whether further resignations would follow. But Barry Hugill, a spokesman for the campaign group Liberty, told Radio 4's Today programme that more lawyers may go. ""I can assure that there is a distinct possibilty that more lawyers may be resigning,"" he said. ""They are now in a situation where everything they have been trained to believe in, the right to trial by jury, has been abandoned and that is what gives some of them sleepless nights.""
 
 Helena Kennedy, a Labour peer and a human rights lawyer, said the Special Advocates' main concern was that once they had seen any special intelligence they were not allowed to speak to the detainees. ""When this whole procedure was being considered immediately after 11 September there was a great deal of argument particularly in the House of Lords about whether there really was a process that could be considered a judicial review,"" she said. ""Without that you are having detention with no habeus corpus and really a blot, as Ian McDonald has said, on our legal landscape, something really quite shocking with regard to the rule of the law.""
",politics
"Drink remark 'acts as diversion'
 
 The first minister's statement that it was okay to get drunk ""once in a while"" has diverted attention from the real issues, it has been claimed.
 
 Jack Law, chief executive of Alcohol Focus Scotland, said Jack McConnell's comment was ""ill-advised"". The media attention had helped to move the focus from Scotland's binge drinking problems, Mr Law said. Scotsman journalist Hamish MacDonell said he believed the bigger picture had been ""obscured"" by the remark. Mr McConnell was speaking on Monday to more than 100 secondary pupils from schools in the Highlands about the problems of binge drinking and drink promotions.
 
 The one-sentence comment was immediately criticised by the Scottish National Party which accused him of encouraging young people to get drunk. But the Scottish Executive has insisted Mr McConnell was speaking about adults and his comments were ""a recognition that people will get drunk"". Mr MacDonell, political editor of The Scotsman, said: ""I think we have to say right at the outset that this was a very stupid and ill-advised remark by the first minister. ""If you come out with something like this, saying that by all means get drunk, then you will be pilloried for it."" However, he added that ""perhaps Mr McConnell could feel rightly aggrieved about the coverage"".
 
 Mr MacDonell said: ""I think the problem here is that he did say a lot more things about binge drinking and under age drinking. ""But that whole side of things has been lost in the furore over one sentence. I understand why, but I think there is a much bigger message here that has been obscured."" Mr Law, from voluntary body Alcohol Focus Scotland, believed damage had been done to Scotland's fight against binge drinking. He said he accepted that young people drank and they did have problems with drink. Mr Law added: ""I think the remark was ill-advised - but these remarks are blown out of all proportion and they so easily misrepresent what we are trying to do in Scotland.
 
 ""We don't want to preach to young people, but we need to acknowledge that they do drink problematically. ""This diverts us from the real issues which are about promoting responsibility and reducing harm and indeed tackling our drinking culture which is a culture about binge drinking and drunkenness."" He said it was vital that young people were properly informed about the risks incurred to themselves and others when they got drunk. Mr MacDonell said that the first minister should know by now that if he said things which were ""off the mark"", they were bound to ""come back and bite him"". He added: ""Here, Mr McConnell was talking in the Highlands to 100 teenagers and every word he said was put out on a webcast by the Scottish Executive and then looked at by other politicians and reporters. ""I think in this instance he has done a lot of really good things and he will be regretting this remark.""
 
 The Scottish National Party's Holyrood leader Nicola Sturgeon wrote to Mr McConnell on Tuesday accusing him of an error of judgement and calling for him to apologise for his ""ill-judged comment"" and withdraw it immediately. In a furious response, the first minister said his comments had been distorted and taken out of context. He told Ms Sturgeon: ""It is disappointing that you have contributed to this distortion by saying it is staggering that I 'should encourage young people to get drunk'. ""That is completely untrue. Perhaps it would have been wiser for you to find out what was actually said before you rushed to represent my position, undermine the convener of education at Highland Council and insult the intelligence of the young people I spoke with - all for the sake of a simple soundbite.""
",politics
"UK pledges £1bn to vaccine effort
 
 UK Chancellor Gordon Brown has offered £960m ($1.8bn) over 15 years to an international scheme aiming to boost vaccination and immunisation schemes.
 
 In a speech, he called for action to reach the 2000 Millennium Declaration goals of halving global poverty and tackling child mortality rates. Mr Brown has just returned from a tour of African nations. The £1bn commitment is part of a five-point plan on debt relief, trade, aid, education and health.
 
 The chancellor was speaking at an event jointly organised by the UK's Department for International Development and the UN Development Programme on Wednesday. Mr Brown welcomed news that the Bill Gates Foundation and Norway are joining up to put an extra £0.53bn ($1bn ) into the Global Alliance for Vaccines and Immunisation (Gavi). Britain, France, Gavi and the Gates Foundation have drawn up proposals to apply the principles of the International Finance Facility (IFF) to the area of immunisation. That could see donors making long-term, legally binding financial commitments which can then be used as collateral for raising extra funds from international capital markets. As well as pledging £960m over 15 years to the immunisation IFF, Britain urged other donors to contribute.
 
 If Gavi could increase its funding for immunisation by an extra £4bn ($7.4bn) over 10 years, then an extra five million lives could have been saved by 2015 and five million thereafter, Mr Brown argued. Campaign groups including Friends of the Earth, the World Development Movement, and War on Want said UK government policy on free trade was a major barrier to fighting poverty. War on Want's John Hilary said: ""Compassionate rhetoric cannot disguise the reality of the government's neo-liberal policies. ""As long as Mr Blair and Mr Brown continue to push free trade and privatisation on developing countries, more and more people will be pushed deeper into poverty, not lifted out of it.""
",politics
"Minister defends hunting ban law
 
 The law banning hunting with dogs in England and Wales is enforceable and ""very clear"", Alun Michael has said.
 
 The rural affairs minister said it would become obvious if people flouted the law, which came into force on Friday, and pretended they were not. Some 270 hunts met legally on Saturday killing a total of 91 foxes - only four were accidentally killed by hounds. But anti-hunt campaigners said there had been widespread intimidation of activists monitoring hunts. Countryside Alliance chairman John Jackson said that Saturday had been a ""massive demonstration by the rural community of support for hunting"". People had turned out ""to show en masse that the Hunting Act was a bad law"", he said adding that foxes and other animals had been killed ""legally"" as far as he was aware.
 
 Although hunting with dogs is now a criminal offence, exercising hounds, chasing a scent trail and flushing out foxes to be shot are still legal. Addressing claims that the new law was unenforceable, Mr Michael told BBC Radio 4's Today Programme: ""There has been a lot of spin about this by those that support hunting. ""The reality is that the law is very clear. You can't chase wild mammals with a pack of dogs, whether the wild mammal is a fox or a deer. ""If people do so and pretend they're not it's going to become very clear. You can't hunt accidentally."" Mr Michael also denied the hunting ban had led to a breakdown of trust between the government and rural communities. He said most people living in the countryside were more concerned with issues like the economy, the health service and their children's future than hunting.
 
 But the League Against Cruel Sports claimed the new act had been broken even though the numbers of foxes killed had fallen. Thousands of hunt supporters turned out at 270 hunts across England and Wales on the first day of the ban, with anti-hunt groups sending out 100 monitors to check the law was not being broken. There were only four arrests - over alleged hunting of hares in Wiltshire - although it was not clear whether they were made under the Hunting Act.
 
 They have been released on bail but police say they may face prosecution under new poaching laws. But Penny Little, who monitored the Bicester Hunt in Oxfordshire, said she had witnessed ""gratuitous, spiteful killing of foxes"". If people tried to ""run circles around this law"" the only outcome would be that it was tightened up, she said. Mike Hobday, from the League Against Cruel Sports, said video evidence of the law being broken would be passed onto police. He said intimidation seemed to have been widespread and called on hunts to do more to stop their supporters intimidating anti-hunt activists videoing hunts. But Mr Jackson, who had been at the Bicester Hunt in Oxfordshire, denied there was any intimidation.
",politics
"Correction agency plans dropped
 
 Plans to create a single correctional agency for Scotland have been scrapped.
 
 The Scottish Executive will not now merge the Scottish Prison Service with local authority social work criminal justice departments. The National Correctional Agency would have provided a 'one-stop' justice system but has been abandoned in the wake of stiff opposition. Instead, Scottish councils and the prison service will be compelled to work more closely to cut reoffending. The plan was to ensure offenders were monitored by the same body during and after prison, preventing many from being lost in the system and helping more of them to stop reoffending.
 
 Scotland's reoffending rate is high, with more than 60% of prisoners reconvicted within two years of release from jail. This is leading to an ever-expanding prison population and the executive wants to tackle the problem. Ministers thought merging the prison service with the council-controlled criminal justice social work departments, which provide community sentences, might have provided an answer. However, following a consultation on the idea, Justice Minister Cathy Jamieson has decided to drop the plans. Instead, Ms Jamieson will change the law to help produce a closer working relationship between both elements of the justice system.
 
 She will announce the move in her Criminal Justice Plan on Monday, aiming to ""break down the barriers between what happens in prison and what happens in the community"". The new measures will place a new statutory duty on the SPS to work with local authorities and others in area partnerships. A national advisory board on offender management will also be created to advise Ms Jamieson on the SPS's role and performance in reducing reoffending. The minister said: ""Better joint working will help prisons play a much stronger role in ending reoffending behaviour and in particular help address the revolving door of reoffending that sees offenders entering prison for short periods during which little is done to address the behaviour that brought them there. ""Communities who are paying the price for this reoffending - both in terms of crime and in terms of prison costs - expect better. ""It costs the taxpayer £35,000 a year to provide each prison place and that cost is increasing. ""Taxpayers who suffer the consequences of crime also end up paying for keeping those people in prison. ""Therefore, as we continue to invest in the service, it is only right that we seek to ensure that that service becomes more accountable to the public it serves, to ministers and to parliament.""
",politics
"Hewitt decries 'career sexism'
 
 Plans to extend paid maternity leave beyond six months should be prominent in Labour's election manifesto, the Trade and Industry Secretary has said.
 
 Patricia Hewitt said the cost of the proposals was being evaluated, but it was an ""increasingly high priority"" and a ""shared goal across government"". Ms Hewitt was speaking at a gender and productivity seminar organised by the Equal Opportunities Commission (EOC). Mothers can currently take up to six months' paid leave - and six unpaid. Ms Hewitt told the seminar: ""Clearly, one of the things we need to do in the future is to extend the period of payment for maternity leave beyond the first six months into the second six months. ""We are looking at how quickly we can do that, because obviously there are cost implications because the taxpayer reimburses the employers for the cost of that.""
 
 Ms Hewitt also announced a new drive to help women who want to work in male dominated sectors, saying sexism at work was still preventing women reaching their full potential. Plans include funding for universities to help female science and engineering graduates find jobs and ""taster courses"" for men and women in non-traditional jobs. Women in full-time work earn 19% less than men, according to the Equal Opportunities Commission (EOC).
 
 The minister told delegates that getting rid of ""career sexism"" was vital to closing the gender pay gap.
 
 ""Career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""It is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. Earlier, she told BBC Radio 4's Today programme: ""What we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""Unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""Career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. Construction is even worse. ""But it is also about saying childcare jobs are really there for women and not suitable for men. Career sexism goes both ways.""
 
 She added that while progress had been made, there was still a gap in pay figures. ""The average woman working full-time is being paid about 80p for every pound a man is earning. For women working part-time it is 60p."" The Department for Trade and Industry will also provide funding to help a new pay experts panel run by the TUC.
 
 It has been set up to advise hundreds of companies on equal wage policies. Research conducted by the EOC last year revealed that many Britons believe the pay gap between men and women is the result of ""natural differences"" between the sexes. Women hold less than 10% of the top positions in FTSE 100 companies, the police, the judiciary and trade unions, according to their figures. And retired women have just over half the income of their male counterparts on average.
",politics
"No election TV debate, says Blair
 
 Tony Blair has said he will not take part in a TV debate with his political rivals ahead of the next election.
 
 ""We answer this every election campaign and, for the reasons I have given before, the answer is no,"" he said at his monthly news conference. In October Tory leader Michael Howard said Mr Blair would be running scared if he refused calls to go head-to-head. In recent years the leader of the opposition has always called for a debate, although it has never happened. Before the 2001 election, plans for a debate between Mr Blair, William Hague and Charles Kennedy collapsed. In 1997 a debate between Mr Blair and John Major was also cancelled when a format could not be agreed. Televised debates have become the high point of the US presidential election campaigns.
",politics
